coreid	type	description	rights	references	source	language	license	identifier
wfo-0001030902	distribution	Cloud forest, 1500-2500 m elevation, western Bolivia in Department of La Paz and perhaps also southern Peru.		http://solanaceaesource.org/content/solanum-roseum		eng	http://creativecommons.org/licenses/by/3.0/	f8f07bc0-2ae1-43bd-9b75-db5a55642bed#distribution
wfo-0001030902	general	Small tree 2-5 m tall. Stems glabrate. Sympodial units 4-foliate.Leaves simple, the blades 6-24 x 3-13 cm, (1.5-) 2-3 (-5) times as long as wide, subcoriaceous, ovate, glabrous adaxially except for sparse glandular puberulence along veins, glabrous abaxially; base truncate to cordate with basal lobes up to 2.5 cm long; margin entire; apex acuminate; petioles 1.5-13 cm, glabrescent or occasionally with a few eglandular hairs 2-3 mm long.Inflorescences 4-22 cm, unbranched or forked (rarely further branched), with 15-50 flowers, all flowers perfect, the axes glabrous; peduncle 1-6 cm; rachis 3-20 cm; pedicels 10-15 mm, 30-50 mm in fruit, spaced 2-5 (-20) mm apart, articulated above the base, leaving pedicellar remnants 1-2 mm long. Buds ellipsoidal, obtuse to acute at apex. Flowers with the calyx radius 4 mm, the lobes 1-2 x 2-3 mm, deltate, apiculate at tips, fleshy, glabrous to sparsely glandular-puberulent. Corollas 1.5-2.5 cm in diameter, the radius ca. 10-15 mm, stellate, subcoriaceous or fleshy, purple or reddish, the tube 3-4 mm, the lobes 8-14 x 2-5 mm, narrowly triangular, acute at apices, glabrous abaxially and adaxially, the margin tomentose. Anther thecae 3.5-4 x 2 mm, oblong, not connivent, pinkish or purplish, the pores directed distally and laterally; connective 4-6 x 1.5-2 mm, oblong, abaxially slightly shorter than thecae at apex, slightly exceeding them at base, present or absent adaxially, purple or reddish brown. Ovary glabrous; style 5-7 x 0.6-1.5 mm at base, ca. 1-2 mm in diameter at apex, about equalling the stamens or exserted up to 2 mm beyond them, cylindrical, somewhat dilated apically, glabrous; stigma truncate or subcapitate. Fruits 2.5-4 x 2-3 cm, globose to ellipsoidal, obtuse or acute at apex, yellow or orange when mature, glabrous; stone cell aggregates present. Seeds 5-9 x 4-7 mm, flattened, angled, densely dark brown-pilose with hairs ca. 1-2 mm long.		http://solanaceaesource.org/content/solanum-roseum		eng	http://creativecommons.org/licenses/by/3.0/	f8f07bc0-2ae1-43bd-9b75-db5a55642bed#general
wfo-0001030902	genetics	nuclear ITS sequence: GenBank AY523915 (voucher: Bohs 2338, GH). nuclear ITS sequence: GenBank AY523916 (voucher: Nee et al. 51776, NY).		http://solanaceaesource.org/content/solanum-roseum		eng	http://creativecommons.org/licenses/by/3.0/	f8f07bc0-2ae1-43bd-9b75-db5a55642bed#genetics
wfo-0001030914	distribution	From southern Mexico to western Panama and northwestern Colombia, sea level to 1500 m, in both primary and secondary forests.		http://solanaceaesource.org/content/solanum-rovirosanum		eng	http://creativecommons.org/licenses/by/3.0/	527ce365-3274-4a40-bb43-dfaac5e55051#distribution
wfo-0001030914	general	Shrubs or small trees, 2-10 m tall; young stems and leaves sparsely to densely puberulent with erect uniseriate trichomes ca. 0.1 mm long, these golden in dry specimens; older stems glabrate, the bark dark reddish-brown; bark of the trunks greyish-brown.Sympodial units difoliate, geminate.Leaves obovate to elliptic, widest distal to the middle, often in the distal third of the leaf blade, glabrous above, usually glabrous beneath, occasionally puberulent along the veins, the trichomes erect, uniseriate 0.1-0.5 mm long; major leaves 9-35 x 3.5-17 cm, with 7-10 pairs of main lateral veins, these slightly raised above, prominent and pale yellow in dry specimens beneath, the apex acute, the base acute to attenuate, often winged onto the petiole; petioles winged from the decurrent leaf bases, 1.5-3 cm long; minor leaves differing from the major ones in size and sometimes in shape, occasionally more rounded than the major leaves, 5-17 x 2.5-11 cm, the apex acute, the base acute to attenuate; petioles 0.8-1 cm long.Inflorescences opposite the leaves, simple or many times furcate, 1.5-8 cm long, 5-25-flowered, glabrous to densely puberulent with erect uniseriate trichomes like those of the young stems and leaves; pedicel scars evenly and closely spaced, not overlapping. Buds when young globose, the corolla soon exserted, the buds later ellipsoid, the exserted portion of the corolla equal to the length of the calyx tube. Pedicels at anthesis white in live plants, deflexed, 0.7-1 cm long, tapering from the constriction at the base of the calyx tube to a slender base ca. 0.5 mm in diam.Flowers with the calyx tube narowly campanulate, 1-2 mm long, the lobes deltoid, 0.5-1 mm long, glabrous or puberulent with the same uniseriate trichomes as those of the rest of the inflorescence; corolla white, 1.2-1.5 cm in diam., lobed ca. 3/4 of the way to the base, the lobes planar at anthesis, the tips and margins of the lobes puberulent and minutely papillose; anthers 3-4 x 1-1.5 mm, poricidal at the tips, the pores tear-drop shaped; free portion of the filaments 0-0.25 mm long, the filament tube 0.5-1 mm long; ovary glabrous or densely pubescent with golden uniseriate trichomes; style straight, in long-styled flowers 7-8 mm long, 1-1.5 mm long in short-styled flowers; stigma capitate, minutely papillose.Fruit a globose berry, glabrous or sparsely puberulent, pale lemon-yellow when ripe, otherwise green, 1-1.5 cm in diam.; fruiting pedicels thick and woody, erect, occasionally deflexed from their own weight, 0.8-1.3 cm long, the length quite variable even within an individual, 1.5-2 mm in diam. at the base, ca. 5 mm in diam. at the tip.Seeds pale tan, ovoid-reniform, 2.5-3 x 2-2.5 mm, the surfaces minutely pitted.		http://solanaceaesource.org/content/solanum-rovirosanum		eng	http://creativecommons.org/licenses/by/3.0/	527ce365-3274-4a40-bb43-dfaac5e55051#general
wfo-0001030918	distribution	Endemic to South Africa; occurring in the Eastern, Northern, and Western Cape as well as Limpopo, Gauteng (ex-Transvaal) and KwaZulu-Natal; forest margins and roadside scrub, 0-2000 m elevation.		http://solanaceaesource.org/content/solanum-rubetorum		eng	http://creativecommons.org/licenses/by/3.0/	cba43c1c-61d1-4e3b-9ed6-a6acdbe77e7a#distribution
wfo-0001030918	general	Erect to scandent shrub to 1 m, prickly. Young stems terete, sparsely to moderately stellate-pubescent and prickly, with porrect, sessile or occasionally stalked trichomes, the stalks to 0.1 mm long, the rays 6-8, 0.25-0.45 mm long, the midpoints reduced or up to 0.6 mm long, the prickles 2-7 mm long, 0.5-2.5(-4.5) mm wide at base, straight or a mixture of straight and curved, acicular or flattened, perpendicular to the stem or somewhat reflexed, pale yellow to orange-brown, glabrous, sometimes with 1-2 stellate trichomes, spaced 3-15 mm apart; bark of older stems glabrescent, red-brown or brown.Sympodial units difoliate, not geminate. Leaves simple, the blades 2-8(-9) cm long, 1.5-5.5(-6) cm wide, 1.5-2 times longer than wide, elliptic, chartaceous, drying strongly discolorous, dark red-brown, sometimes green-brown; adaxial surface glabrescent, sometimes sparsely pubescent, the trichomes with midpoints usually elongated to ca. 0.7 mm long; abaxial surface sparsely to moderately stellate-pubescent, with porrect, sessile or stalked trichomes, the stalks to 0.1 mm long, the rays 5-8, 0.2-0.4 mm long, the midpoints ca. same length as the rays, with 0-10 prickles on both surfaces; the primary veins 3-4(-5) pairs, the tertiary venation not visible or faint; base cuneate; margins lobed, the lobes 2-3(-4) on each side, 0.5-2 cm long, extending (1/3-)1/2-3/4 of the distance to the midvein, deltate to oblong, with secondary lobing, apically obtuse; apex obtuse to acute; petiole 0.6-2.5 cm long, 1/4-1/3 of the leaf blade length, moderately stellate-pubescent; with 0-4 prickles. Inflorescences apparently terminal or lateral, 3-6.5 cm long, not branched, with 3-7 flowers, 2-4 flowers open at any one time, moderately stellate-pubescent, with 0-10 prickles; peduncle 2-25(-40) mm long; pedicels 0.7-1.7 cm long, erect, articulated at the base, moderately stellate-pubescent, with 0-6 prickles; pedicel scars spaced 2-10 mm apart. Flowers 5-merous, apparently all perfect. Calyx 5-8 mm long, moderately stellate-pubescent, with 0-10 prickles, the lobes 3.5-6 mm long, narrow-deltate, apically caudate. Corolla 1.5-2.5(-3.2) cm in diameter, mauve to purple, stellate, lobed for 1/2-2/3 of the way to the base, the lobes 7-10(-12) mm long, 4-7 mm wide, deltate, spreading, stellate-pubescent abaxially, the trichomes porrect, sessile, the rays 5-7, 0.1-0.25 mm long, the midpoints ca. same length as the rays. Stamens equal, with the filament tube ca. 0.5 mm long, the free portion of the filaments 0.3-1.5 mm long; anthers 5.5-7 mm long, connivent to spreading, tapering, poricidal at the tips. Ovary densely stellate-pubescent in the upper 1/3; style 1-1.5 cm long, slender, curved, glabrous to weakly stellate-pubescent the lower 2/3. Fruit a spherical berry, 1-4 per infructescence, 0.7-1.2 cm in diameter, the pericarp smooth, evenly green when young, orange to red at maturity, glabrous; fruiting pedicels 1-1.8(-2.3) cm long, 0.5-0.7 mm in diameter at base, woody, pendulous, with 0-6 prickles; fruiting calyx lobes elongating to ca. 8 mm long, 1/3-1/2 the length of the mature fruit, with 0-20 prickles. SSeeds ca. 10-25 per berry, 2.8-3 mm long, 2-2.5 mm wide, flattened-reniform, dull yellow to orange-brown, the surface smooth, with raised outlines of cells or small pits.		http://solanaceaesource.org/content/solanum-rubetorum		eng	http://creativecommons.org/licenses/by/3.0/	cba43c1c-61d1-4e3b-9ed6-a6acdbe77e7a#general
wfo-0001030943	distribution	Central Peru from Huánuco to Huancavelica, in moist situations, from 3000-4000 m.		http://solanaceaesource.org/content/solanum-ruizii		eng	http://creativecommons.org/licenses/by/3.0/	874328d6-14af-42cb-b44e-43f387f69249#distribution
wfo-0001030943	general	Shrubs or small trees, 2-6 m tall; young stems densely pubescent with golden-yellow echinoid trichomes, these often elongate and tree-like; leaf scars somewhat raised; bark of older stems pale yellowish-white, glabrate. New growth densely pubescent with yellow echinoid and tree-like trichomes both above and below.Sympodial units plurifoliate, branching monochasial.Leaves narrowly elliptic, 7-13.5 cm x 3-4 cm, with 7-8 pairs of secondary veins, the adaxial surfaces drying black with scattered golden echinoid and tree-like trichomes, these denser along the veins, the abaxial surfaces pubescent with the same echinoid trichomes, not drying as dark as the upper surfaces, the apex acuminate, the base acute, not decurrent on to the petiole; petiole 1-1.5 cm long.Inflorescences terminal, becoming lateral with overtopping of the shoot, very large, narrowly elliptic in outline, densely pubescent with echinoid and tree-like trichomes, 12-15 cm long, branching 8-10 times, each branch 0.5-3 cm long, with 10-25 flowers. Pedicels inserted in a sleeve c. -.5 mm long, sparsely to densely pubescent with golden echinoid and tree-like trichomes, deflexed or horizontal at anthesis, 1.8-2.2 cm long, tapering from a basal diameter of 0.5-1 mm to an apical diameter of 1-1.5 mm. Buds elliptic, the corolla strongly exserted from the calyx tube.Flowers with the calyx tube conical, 4-6 mm long, the lobes narrowly triangular, 4-5 mm long, pubescent abaxially with the same trichomes as those of the pedicel, densely pubescent with golden dendritic trichomes adaxially; corolla violet, very large and showy, 4-4.5 cm in diameter, lobed 1/2 to 3/4 of the way to the base, the lobes planar or slightly cupulate at anthesis, densely pubescent abaxially with golden dendritic trichomes and with a few dendritic trichomes along the main veins adaxially; stamens with the anthers c. 5 mm long, 1-1.5 mm wide, poricidal at the tips, the pores becoming slit-like with age, free portion of the filaments c. 1 mm long, glabrous, the filament tube minute or absent; ovary glabrous or with a few golden dendritic trichomes at the apex; style 1-1.2 cm long, densely pubescent at the base with golden dendritic trichomes; stigma bi-lobed, the surface minutely papillose.Fruit a globose, purplish-black berry, large (fide Pearce), 1.1 cm in diameter (imm.?), with thin pericarp; fruiting pedicel somewhat woody, erect or nodding, 1.5-2 cm long.Seeds reddish-brown, flattened lenticular, ca. 30 per berry, c. 3.5 mm x 3 mm, the surfaces minutely pitted.		http://solanaceaesource.org/content/solanum-ruizii		eng	http://creativecommons.org/licenses/by/3.0/	874328d6-14af-42cb-b44e-43f387f69249#general
wfo-0001030959	conservation	Possibly extinct (EX); known only from the type collection and not found in intensive searches (see Vorontsova & Mbago 2011).		http://solanaceaesource.org/content/solanum-ruvu		eng	http://creativecommons.org/licenses/by/3.0/	7a363968-2fbb-4ce2-9382-2bf0c3ff0cdf#conservation
wfo-0001030959	distribution	Known only from the type locality in Tanzania; growing in wet coastal forest understory; ca. 200 m elevation.		http://solanaceaesource.org/content/solanum-ruvu		eng	http://creativecommons.org/licenses/by/3.0/	7a363968-2fbb-4ce2-9382-2bf0c3ff0cdf#distribution
wfo-0001030959	general	Scrambling shrub, ca. 1 m, prickly. Young stems terete, almost glabrous and prickly, with porrect, sessile trichomes present on the youngest parts only, the rays 2-4, ca. 0.05 mm long, the midpoints ca. same length as the rays, with minute simple hairs, the prickles 4-6 mm long, ca. 0.2 mm wide at base, straight, perpendicular to the stem, straw yellow to brown, glabrous, spaced 1-7 mm apart; bark of older stems glabrous, green-brown. Sympodial units difoliate, not geminate. Leaves simple, the blades 9-12 cm long, 2.5-4.5 cm wide, 2.5-4 times longer than wide, elliptic, membranous, drying concolorous, brown-green, almost glabrous on both surfaces, with porrect, sessile trichomes, the rays 2-4, ca. 0.05 mm long, the midpoints ca. same length as the rays, with minute simple hairs, with numerous prominent prickles on primary and secondary veins on both sides of the leaf, the prickles 4-8 mm long, straight on both surfaces; the primary veins 6-8 pairs, the tertiary venation visible on both surfaces; base cuneate; margins subentire; apex long-acuminate; petiole 0.5-1.5 cm long, 1/5-1/10 of the leaf blade length, glabrous, usually with several prickles. Inflorescences apparently lateral, 5-9 cm long, not branched, with 10-15 flowers, 1-2 flowers open at any one time, glabrous, densely armed, the prickles like those on the stems evenly distributed down the whole length of the inflorescence; peduncle 10-15 mm long; pedicels 0.7-1.2 cm long, erect, articulated at the base, glabrous, unarmed; pedicel scars spaced 1-10 mm apart. Flowers 5-merous, apparently all perfect. Calyx 2.5-5 mm long, glabrescent, with numerous prickles, the lobes 1.5-3.5 mm long, deltate, apically long-acuminate. Corolla 1.2-1.8 cm in diameter, fresh color not known, stellate, lobed for ca. 4/5 of the way to the base, the lobes 6-8 mm long, 1.5-2 mm wide, narrow-deltate, spreading, sparsely stellate-pubescent abaxially, the stellate trichomes porrect, sessile, the rays 2-4, very short, less than 0.5 mm long, the midpoints ca. same length as the rays. Stamens equal, with the filament tube ca. 1 mm long, the free portion of the filaments ca. 0.8 mm long; anthers 5-6 mm long, connivent, tapering, poricidal at the tips. Ovary with minute glandular hairs towards the apex; style ca. 0.8 cm long, slender, gently curved, glabrous. Fruit not known.Seeds not known.		http://solanaceaesource.org/content/solanum-ruvu		eng	http://creativecommons.org/licenses/by/3.0/	7a363968-2fbb-4ce2-9382-2bf0c3ff0cdf#general
